first_user_id,venue_id,average_rating,count,difference_latitude,difference_longitude,Y.value
15,1,5,1,0.138267245,0.00541408,0
15,24,5,1,0.1369438,0.0046278,0
15,51,2.833333333,4,0.040012,0.0563833,0
15,52,5,1,1.7843242,1.1265298,0
15,53,5,1,12.7187868,3.0326048,0
15,54,5,1,0.0358018,0.0563602,0
15,55,4.5,2,1.7722192,1.0167598,0
15,56,5,1,0.0088662,0.2380832,0
15,57,5,1,6.1177218,16.1830508,0
15,58,5,1,31.5147918,238.0039728,0
15,59,5,1,0.5104974,29.4428864,0
15,60,2.590909091,15,8.935222981,21.93215888,0
15,61,3.5,2,0.0083002,0.2373482,0
15,62,3.5,2,0.070310544,0.214323211,0
15,63,3.5,2,31.52697655,238.0224748,0
15,64,2.065,78,0.136731653,0.006293845,0
15,65,3.5,2,11.07949905,25.18670301,0
15,192,3.5,2,0.0117098,0.2318253,0
15,200,4.25,3,0.1425778,0.1055222,0
15,201,5,1,0.0969218,0.1264991,0
15,202,5,1,0.0958778,0.0948222,0
15,203,5,1,0.1071678,0.1134402,0
15,204,5,1,0.0933303,0.1163922,0
15,205,3.166666667,8,0.071681548,0.102324892,0
15,206,3.5,2,8.895435738,21.95129912,0
15,207,3.25,3,0.0705778,0.0699222,0
15,208,3.75,3,0.040785397,0.058422495,0
15,209,3.541666667,11,0.0393818,0.0549562,0
15,210,3.75,3,0.0516507,0.0600585,0
15,214,3,1,0.0736719,0.2234667,0
15,220,3,1,0.0781788,0.0728712,1
15,222,3,1,0.0641135,0.0785685,1
15,223,4,1,0.0825778,0.0726222,1
15,224,3.833333333,4,0.0736778,0.0954778,1
15,227,2.785714286,14,0.0702392,0.0702853,1
15,231,3,1,0.072585,0.0805235,1
15,232,3.5,2,0.1579778,0.0748222,1
15,235,3.5,2,0.0708718,0.0800992,1
15,236,3.444444444,10,0.052959682,0.131078172,1
15,245,5,1,0.0047222,0.1129222,1
15,246,3.5,4,0.059579206,0.069666315,1
15,250,5,1,0.0576301,0.0247178,1
15,251,3.5,2,0.030723071,0.057564188,1
15,256,3,1,0.0715778,0.0695222,1
15,257,3.6,7,0.0721582,0.1307733,1
15,259,3.26969697,20,0.071626497,0.070462931,1
15,260,3,1,0.0719013,0.0707973,1
15,261,3,1,0.0670269,0.0799971,1
15,263,3,1,0.0718778,0.0725222,1
15,316,3,1,4.2092427,3.484861,0
15,354,3.166666667,4,0.0490778,0.0550222,0
15,376,3,1,0.0311518,0.0608852,0
15,378,3.5,2,0.0671778,0.0597222,0
15,380,3.5,2,10.9589288,25.0926752,0
15,381,3.5,2,11.0174888,25.2668432,0
15,382,3.5,2,10.9520782,25.1807746,0
15,383,3.5,2,10.9284114,25.1628782,0
15,384,3.5,2,7.2351898,29.2028962,0
15,385,3.5,2,7.2546778,29.2492222,0
15,386,3.833333333,4,7.2566028,29.2511922,0
15,387,3.5,2,7.2594578,29.2040332,0
15,388,3.75,4,8.901883543,21.95777934,0
15,389,3.666666667,3,8.916028971,21.95606272,0
15,390,2.75,3,8.907014434,21.95840161,0
15,391,3.5,2,82.8291728,238.1853388,0
15,392,3.5,2,82.8694148,238.2113278,0
15,393,3.5,2,82.8310518,238.1819028,0
15,394,3.5,2,82.8183528,238.1965158,0
15,395,3.666666667,3,3.1231118,5.5964898,0
15,396,3.5,2,3.1274608,5.5955408,0
15,397,3.833333333,4,3.1360518,5.5743958,0
15,398,3.5,2,3.1356608,5.5594028,0
15,399,3.5,2,6.4877782,93.10955603,0
15,400,3.5,2,6.494220366,93.12076766,0
15,401,3.5,2,6.4935812,93.121292,0
15,402,3.5,2,6.493512627,93.05877645,0
15,403,3.5,2,2.6666778,22.0801778,0
15,404,3.666666667,3,2.6791688,22.1479358,0
15,405,3.5,2,2.6804388,22.0512038,0
15,406,3.666666667,3,2.6480198,22.0951108,0
15,407,3.791666667,7,4.298358998,19.26028181,0
15,408,3.5,4,4.3012509,19.2561698,0
15,409,3.5,4,4.3007328,19.2273114,0
15,410,3.5,2,4.2742907,19.2292067,0
15,411,3.5,2,0.4828177,19.6567428,0
15,412,3.5,2,0.4736701,19.6607521,0
15,413,3.5,2,0.5106392,19.6363104,0
15,415,4,1,4.2582778,19.2318528,0
15,416,4,1,4.303426975,19.20979459,0
15,417,4,2,4.2851138,19.2130869,0
15,418,3.5,2,4.2488848,19.2520878,0
15,419,4,1,4.2879348,19.2155568,0
15,420,3.75,4,4.280743005,19.21163995,0
15,421,4,1,4.2837268,19.2114148,0
15,422,3.5,2,4.2822488,19.2137708,0
15,423,4,1,4.2594922,19.2342878,0
15,424,4,1,4.2612778,19.2387778,0
15,425,4,1,4.2569208,19.2408138,0
15,426,4,1,4.2602598,19.2286998,0
15,427,4,2,4.2828988,19.2138129,0
15,428,4,1,4.2756838,19.2194728,0
15,429,3.5,2,11.2801344,8.8715957,0
15,430,4,1,11.0308639,25.1780012,0
15,431,4,1,10.9532184,25.1878446,0
15,432,4,2,10.9532184,25.1878446,0
15,433,4,1,10.87677617,25.17964881,0
15,434,4,2,10.9445058,25.1535582,0
15,435,4,1,11.0049288,25.2748122,0
15,436,4,1,10.8680838,25.1336018,0
15,437,3.666666667,3,4.298320375,19.22528703,0
15,438,4,1,4.2549778,19.2345778,0
15,439,4,1,10.87558632,25.53760033,0
15,440,4,1,10.9710605,25.0369655,0
15,441,4,1,10.9369339,25.1342202,0
15,442,4,1,11.0158988,25.2679482,0
15,443,4,1,10.9528908,25.1828972,0
15,444,4,1,10.8150031,25.0090471,0
15,445,4,1,10.9524568,25.1259042,0
15,446,4,1,11.4837178,24.5606722,0
15,447,4,1,10.9219408,25.1095252,0
15,448,3.5,2,11.0318613,25.2354312,0
15,449,4,1,10.9303608,25.3845192,0
15,450,4,1,10.9748548,25.0205192,0
15,451,3.5,2,11.3796077,24.3767452,0
15,452,4,2,10.9730778,25.0162222,0
15,453,4,1,10.8455123,25.6276709,0
15,454,4,1,10.9499778,25.1844392,0
15,455,4,1,10.9745608,25.2312222,0
15,456,4,1,10.95222387,25.18561404,0
15,457,4,1,11.22019434,24.69813864,0
15,458,4,1,11.02942451,25.24850111,0
15,459,4,1,11.4105568,24.7100472,0
15,460,4,1,10.9364778,25.1452222,0
15,461,4,1,11.2304758,25.0939952,0
15,462,4,1,10.873539,24.9320861,0
15,463,4,1,11.3501959,24.6131828,0
15,464,3.5,2,11.3620903,24.7845273,0
15,465,4,1,10.9397158,25.1684622,0
15,466,4,2,10.9252308,25.1543172,0
15,467,4,2,10.9698588,25.0385432,0
15,468,4,1,11.4840714,24.5601537,0
15,469,4,1,10.9451172,25.0358169,0
15,470,4,1,10.9371778,25.1692222,0
15,471,4,1,10.9776458,25.0463322,0
15,472,3.5,2,10.7368528,25.2548792,0
15,473,3.5,2,10.9481958,25.1497052,0
15,474,4,1,11.0298501,25.2472336,0
15,475,4,1,10.9186889,25.1168066,0
15,476,3.75,4,10.9454908,25.1662982,0
15,477,4,3,10.96880953,25.0274549,0
15,478,4,1,11.00076338,25.23711245,0
15,479,4,1,11.4459234,24.6225229,0
15,480,3.75,4,10.9502794,25.1586372,0
15,481,3.5,2,10.9964608,25.1764022,0
15,482,3.5,2,10.9968658,25.1775502,0
15,483,4,1,10.9336757,25.1639344,0
15,484,4,1,11.3640274,24.6446142,0
15,485,3.5,2,10.9366775,25.1572928,0
15,486,3.5,2,10.9294778,25.1582222,0
15,487,4,1,11.2317823,24.8902048,0
15,488,4,1,10.9920204,25.1688283,0
15,489,3.5,2,11.4767533,24.5645207,0
15,490,4,1,10.8788238,25.1692172,0
15,491,4,1,11.1137688,24.9429562,0
15,492,3.75,3,10.93509499,25.15906017,0
15,493,4,1,10.9438171,25.1511577,0
15,494,4,1,10.9448299,25.1262411,0
15,495,4,4,11.00496078,25.27427714,0
15,496,4,1,10.97623679,25.04754465,0
15,497,4,1,11.21102971,24.7075371,0
15,498,4,1,11.0213151,25.2629641,0
15,499,3.75,3,10.9443332,25.1588306,0
15,500,4,1,11.4919098,24.5534312,0
15,501,3.666666667,3,10.9969898,25.1776502,0
15,502,4,1,10.9346638,25.1655402,0
15,503,4,1,10.9517298,25.1588882,0
15,504,4,1,11.4923218,24.5519682,0
15,509,3.5,2,0.5198173,19.5640585,0
15,510,3.666666667,3,19.23916594,13.02998502,0
15,511,3.5,2,19.2298323,13.0788027,0
15,512,3.5,2,19.2281448,13.0890198,0
15,513,3.5,2,19.2023056,13.095388,0
15,514,3.5,2,1.353725,13.8297179,0
15,515,3.5,2,1.3598311,13.7851699,0
15,516,3.5,2,1.3758358,13.8180548,0
15,517,3.5,2,1.3596459,13.8030533,0
15,518,3.5,2,6.1290818,16.1340408,0
15,519,3.5,2,6.1314778,16.1252778,0
15,520,3.5,2,6.2159526,16.1765885,0
15,521,3.5,2,1.4071678,13.6560778,0
15,522,3.5,2,1.313899,13.8283863,0
15,523,3.5,2,4.2751508,19.2193538,0
15,524,3.5,2,4.2757285,19.2324459,0
15,525,3.5,2,4.2734038,19.2278465,0
15,526,3.5,2,4.3044308,19.2106908,0
15,527,3.5,2,6.4910098,93.0814803,0
15,528,3.5,2,6.4911985,93.1323062,0
15,529,3.5,2,6.4891936,93.091844,0
15,530,3.5,2,10.9159778,25.0742222,0
15,531,3.5,2,10.9188598,25.1188172,0
15,532,3.5,2,10.9594588,25.0610842,0
15,533,3.5,2,10.91927552,25.1158766,0
15,534,3.5,2,2.6631771,22.1674164,0
15,535,3.75,3,2.65557,22.1152258,0
15,536,3.5,2,2.6534898,22.1110958,0
15,537,3.666666667,3,2.6776799,22.1523347,0
15,538,3.5,2,2.671692238,22.12245901,0
15,539,3.5,2,6.1051778,16.1861778,0
15,540,3.5,2,6.0959568,15.9940468,0
15,541,3.5,2,6.1401442,16.1089981,0
15,542,3.666666667,3,6.1165798,16.1962868,0
15,544,3.5,2,19.2146185,13.0227102,0
15,545,3.666666667,3,19.2260778,13.0878778,0
15,546,3.666666667,3,19.0602078,13.0784038,0
15,547,3.5,2,0.4553185,19.6374964,0
15,548,3.5,2,0.4803823,19.6596154,0
15,549,3.5,2,0.5038861,19.6225273,0
15,550,3.5,2,0.4959376,19.6573477,0
15,551,3.333333333,5,3.1304789,5.5876848,0
15,552,3.5,2,3.1317208,5.5824668,0
15,553,3.5,2,3.15086,5.5597431,0
15,554,3.5,2,3.0774772,5.5648478,0
15,555,3.5,2,7.2334368,29.1934284,0
15,556,3.5,2,7.2346186,29.20369,0
15,557,3.75,3,7.2320058,29.2027562,0
15,558,3.5,2,7.2472867,29.2213099,0
15,559,3.5,2,7.2270107,29.1818724,0
15,560,3.5,2,8.912006973,21.95953887,0
15,561,3.5,2,8.7949797,21.8628279,0
15,562,3.5,2,8.904067598,21.95653479,0
15,563,3.5,2,8.9072398,21.9586152,0
15,564,3.5,2,6.4933327,93.0813781,0
15,565,3.5,2,6.4976862,93.016921,0
15,566,3.5,2,6.4961226,93.0874902,0
15,567,3.5,2,6.5046981,93.136392,0
15,568,3.5,2,4.305925,19.2118047,0
15,569,3.5,2,4.2559778,19.2460778,0
15,570,3.75,3,4.2879778,19.2125778,0
15,571,3.5,2,1.3706465,13.7969259,0
15,572,3.5,2,1.3757302,13.800611,0
15,573,3.5,2,1.3721259,13.8417743,0
15,580,4,1,3.14090674,5.583829474,0
15,582,4,1,3.1322321,5.5852613,0
15,592,4,1,3.1239988,5.5868568,0
15,593,4,3,3.1308828,5.5823768,0
15,597,4,1,3.1253457,5.594224,0
15,598,3.75,3,3.1293475,5.5935086,0
15,614,3.666666667,3,3.1395438,5.5908418,0
15,621,4,1,3.1295203,5.5865647,0
15,625,3.5,2,3.0928084,5.5831529,0
15,641,3.5,2,3.1386705,5.5885464,0
15,659,3,1,3.1514144,5.5919129,0
15,660,3,1,3.1433966,5.5826139,0
15,661,3.5,2,3.1189508,5.5899778,0
15,662,3,1,3.1368778,5.5697778,0
15,663,3,1,3.1255398,5.5827138,0
15,664,3.5,2,3.1552198,5.5915518,0
15,665,3,1,3.1188698,5.5896968,0
15,666,3,1,3.1293628,5.5819638,0
15,667,3,1,3.1232867,5.5895465,0
15,668,3,1,3.122664351,5.594987463,0
15,669,3,1,3.1455778,5.5902778,0
15,670,3,1,3.1396588,5.5637068,0
15,671,3,1,3.129525,5.5910777,0
15,672,3,1,3.1434324,5.5834589,0
15,673,3.5,4,3.1300778,5.5866778,0
15,760,2.666666667,3,3.137575758,5.595116209,0
15,783,2.333333333,3,10.9771658,25.04906814,0
15,788,3.5,2,4.2783108,19.2282867,0
15,794,4,1,10.97508554,25.04884284,0
15,796,4,1,4.2990098,19.2204828,0
15,812,4,3,4.2553688,19.2471308,0
15,815,4,1,4.2505698,19.2250158,0
15,819,2,1,10.94808241,25.13975899,0
15,821,4,1,10.92302466,25.11039417,0
15,822,3,1,10.91941767,25.10772269,0
15,823,4,1,10.93009695,25.17468135,0
15,826,4,1,10.9313292,25.0509713,0
15,829,4,3,4.300532103,19.21682198,0
15,830,3,1,4.2796108,19.2099498,0
15,832,4,1,4.2817318,19.2320058,0
15,833,4,1,4.2885878,19.2319318,0
15,834,4,1,4.290337,19.217117,0
15,835,3.5,2,4.2937098,19.2179428,0
15,869,4,1,2.6565338,22.1343998,0
15,873,4,1,2.6652093,22.1560493,0
15,880,4,1,6.1203188,16.2312839,0
15,882,4,1,6.120427184,16.23065431,0
15,912,4,1,6.1227942,16.1925105,0
15,919,4,1,4.2326242,19.2407571,0
15,924,3.833333333,4,4.3091449,19.2563819,0
15,932,3,1,8.8950758,21.9513142,0
15,944,3,1,2.594044139,28.98109,0
15,959,4,1,4.2639078,19.2259548,0
15,965,3.5,2,7.2372432,29.1996752,0
15,966,3.5,4,7.241286261,29.17163413,0
15,967,4,1,2.8174055,22.4913157,0
15,968,3.5,2,2.7064778,21.9448778,0
15,969,3.5,2,2.791418,21.996394,0
15,970,4,1,4.2699038,19.2250698,0
15,971,3.5,2,3.133536,5.566417,0
15,972,4,1,2.9719185,5.2562809,0
15,973,3.333333333,3,3.0787249,5.5684849,0
15,974,4,1,3.0931855,5.5105354,0
15,975,4,1,3.16567,4.8764542,0
15,976,3.5,2,2.7869458,4.8818688,0
15,977,4,1,10.94863341,25.14703314,0
15,978,3.5,2,10.9678668,25.0829332,0
15,979,4,1,10.97545892,25.03176253,0
15,980,4,2,10.9640088,25.0589022,0
15,981,3.5,2,10.9360252,25.1087983,0
15,982,3.5,5,10.9380338,25.1575302,0
15,983,4,1,10.9691828,25.0396592,0
15,984,4,1,10.9605568,25.0192472,0
15,985,4,1,2.6536778,22.1275778,0
15,986,3.5,2,2.6766441,22.1454707,0
15,987,3.5,2,2.6464778,22.0960778,0
15,988,3.5,2,2.6258778,22.0964778,0
15,989,3.25,3,2.6811844,22.1233563,0
15,990,4,1,7.2857778,29.2162222,0
15,991,3.5,2,7.2347428,29.1793472,0
15,992,4,2,7.2743038,29.2092792,0
15,993,4,1,7.2231778,29.2192222,0
15,994,4,1,7.2383268,29.2141992,0
15,995,4,1,7.2583648,29.2019082,0
15,996,3.25,3,7.2247778,29.1759222,0
15,997,4,1,4.3033468,19.2086697,0
15,998,4,2,4.2581493,19.232093,0
15,999,4,1,4.2736778,19.2329778,0
15,1000,4,1,4.3171778,19.2235778,0
15,1001,4,1,4.2482778,19.2361778,0
15,1002,3.5,2,4.256197745,19.24464185,0
15,1003,4,1,4.3026778,19.2119778,0
15,1004,4,1,4.2600778,19.2281778,0
15,1005,3.5,2,2.6807778,22.0821778,0
15,1006,3.333333333,3,2.7711245,22.2167572,0
15,1007,4,1,2.6768778,22.1514778,0
15,1008,3.166666667,4,2.6569289,22.1193976,0
15,1009,3.5,2,2.9712441,5.5344431,0
15,1010,4,1,3.1892228,5.1932208,0
15,1011,3.5,2,3.1027118,5.5398558,0
15,1012,4,1,3.0346791,5.5485728,0
15,1013,4,1,10.9165778,25.0742222,0
15,1014,3.5,2,10.87623896,25.03870409,0
15,1015,4,1,10.8791582,25.1695697,0
15,1017,4,2,10.9518135,25.1811556,0
15,1018,3.5,2,7.2432778,29.2132222,0
15,1019,3.5,2,7.2225138,29.1830062,0
15,1020,3.5,2,7.2333188,29.1952022,0
15,1021,3.5,2,7.232076,29.1914606,0
15,1022,4,1,4.2904938,19.2142948,0
15,1023,3,2,4.274527,19.229804,0
15,1024,3.5,2,4.2533778,19.2500778,0
15,1025,3.75,3,4.2799928,19.2119535,0
